,Unnamed: 0,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores
0,1745976,M1584957,Multiinfarkt- und Alzheimersche Demenz--differentialdiagnostische Probleme.,"The differential diagnosis of Alzheimer's and so-called multi-infarct dementia is still a major problem in clinical dementia research. It was Binswanger who in 1894 pointed out that a subtype of vascular dementia exists which is characterized by subcortical arteriosclerotic encephalopathy. It is this type that can most easily be mistaken for Alzheimer's dementia, presented for the first time in 1906, which may be associated with congophilic angiopathy leading to brain infarction. Beyond clinical criteria, which in part are summarized in Hachinski's ischemic score, further advancement of brain imaging techniques, especially those yielding perfusion or metabolic data, has facilitated and substantiated clinical in vivo distinction.",ger,0.8226191162344882
1,1277799,M1116453,Leser-Zuschriften: Diabetes and Hyperurikämie,,ger,0.8131445607111603
2,1654897,M1493851,Single-dose and steady-state pharmacokinetics of sabeluzole in senile dementia of Alzheimer type patients.,"The single- and repeated-dose pharmacokinetics of sabeluzole have been determined in six elderly patients with [senile] dementia of the Alzheimer type. After a single oral dose of 10 mg sabeluzole, the peak plasma concentration was attained at 1 to 4 h; it averaged 42 ng.ml-1. On repeated dosing (10 mg b.d.), steady-state was virtually attained after 3 days of treatment. Steady-state mean trough and peak plasma concentrations fluctuated between 53 and 94 ng.ml-1. The mean terminal half-life after a single dose and at steady-state was of the order of 33 h. Sabeluzole was well tolerated and at the end of treatment, no systematic changes in blood haematology, biochemistry or urinalysis were seen.",eng,0.79490802132247
3,320453,M138265,Organische Demenz als erstes Symptom einer kindlichen Chorea Huntington,"A loss of intellectual capacity at the age of 10 was the first symptom in a case of infantile Huntington's chorea. Subsequently a rigid hypokinetic syndrome occurred only at the age of 20. The dementia syndrome was confirmed in psychological tests. Auxiliary findings such as a diffuse abnornal EEG, as well as a dilatation of the lateral ventricles and an extension of the subarachnoid spaces in the PEG corresponded to a positive diagnosis of Huntington's chorea.",ger,0.7901761642814971
4,336154,M154163,Alzheimer's disease and senile dementia: genetic relationships to Down's syndrome and hematologic cancer.,,eng,0.7858669286058596
5,1963715,M1802962,"Quantitative neuropathological study of Alzheimer-type pathology in the hippocampus: comparison of senile dementia of Alzheimer type, senile dementia of Lewy body type, Parkinson's disease and non-demented elderly control patients.","A Lewy body dementing syndrome in the elderly has been recently described and designated senile dementia of Lewy body type (SDLT) on the basis of a distinct clinicopathological profile. The pathological changes seen in SDLT include the presence of cortical Lewy bodies (LB) frequently, but not invariably, associated with senile plaque (SP) formation. Whilst neocortical neurofibrillary tangles (NFT) are sparse or absent, a proportion of these cases show involvement of the temporal archicortex by lesions comprising Alzheimer-type pathology (ATP, i.e. NFT, SP and granulovacuolar degeneration [GVD]). Thus the relationship between SDLT and senile dementia of Alzheimer type (SDAT) is complex and controversial. In this study quantitative neuropathology was used to compare the intensity and distribution of ATP in the hippocampus and entorhinal cortex of 53 patients from 3 disease groups (SDLT, SDAT, Parkinson's disease (PD)) and a group of neurologically and mentally normal elderly control patients. For most brain areas examined the extent of ATP between the patient groups followed the trend SDAT greater than SDLT greater than PD greater than control. Statistical comparison of these groups revealed significant differences between the mean densities of NFT, SP and GVD although individual cases showed considerable variability. These results confirm additional pathological differences between SDAT and SDLT regarding the intensity of involvement of the temporal archicortex by ATP. Many patients with Lewy body disorders (LBdis) show a predisposition to develop ATP albeit in a more restricted distribution (e.g. low or absent neocortical NFT) and at lower densities than is found in SDAT. Some cases of SDLT show minimal SP and NFT formation in both neocortex and archicortex supporting previously published data distinguishing this group from Alzheimer's disease.",eng,0.7856280768955837
6,217286,M33427,Biochemical changes in Alzheimer's disease-senile dementia: neurotransmitters in senile dementia of the Alzheimer's type.,,eng,0.7855922977883601
7,1848394,M1687444,The cellular basis of delirium and its relevance to age-related disorders including Alzheimer's disease.,"A wide variety of conditions lead to delirium (i.e., metabolic encephalopathies) in human beings and animals. Despite the varied etiology the clinical consequences are relatively stereotyped which suggests that the diverse insults that cause delirium may act by common metabolic and cellular ""final pathways."" Related molecular and cellular mechanisms may be involved in aging and Alzheimer's disease, conditions that predispose to the development of delirium. Animal models of delirium better reflect age-related disorders such as Alzheimer's disease than those that impair a single neurotransmitter system such as the cholinergic system; the metabolic encephalopathies produce global cognitive disturbance, which is more typical of these disorders. Thus, research related to delirium has far-reaching implications for normal and abnormal brain function.",eng,0.7841508432298999
8,1497335,M1336204,"The role of corticotropin-releasing hormone in the pathogenesis of Cushing's disease, anorexia nervosa, alcoholism, affective disorders and dementia.",,eng,0.7840800896696402
9,496689,M316687,Nephrotic syndrome of childhood: malaria therapy reconsidered.,,eng,0.7837591405565572
10,1673478,M1512439,Cognitive slowing in Alzheimer's disease and geriatric depression.,"Response slowing on psychological tasks is found both in Alzheimer's disease and depression. However, the underlying cause for this slowing may be different in the two disorders. This research examined whether the behavioral slowing found in Alzheimer patients results from a reduction in their rate of cognitive processing, whereas the slowing in depressed geriatric patients reflects a purely motor retardation. This hypothesis was tested using a task in which subjects had simply to determine the number of dots present in an array (i.e., enumeration). In all four subject groups (Alzheimer patients, depressed geriatric patients, healthy old controls, and healthy young controls), response time increased linearly with array size. The slope of this linear function (reflecting rate of enumeration) was the same in the normal and depressed patients, but was significantly greater in the Alzheimer patients, suggesting the presence of a cognitive slowing in Alzheimer's disease, but not in depression.",eng,0.7830825652020503
11,1722720,M1561693,Cerebrovascular responsiveness to hypercapnia in Alzheimer's dementia and vascular dementia of the Binswanger type.,"Background and purpose!#!Alzheimer's dementia is thought to be a primary degenerative dementia, whereas vascular dementia of the Binswanger type is an entity of vascular dementia. We evaluated the cerebrovascular responsiveness to hypercapnia to clarify the differences in the cerebral hemodynamics between two groups of patients. The subjects were eight younger control subjects, five age-matched control subjects, five Alzheimer's patients, and five patients with vascular dementia of the Binswanger type.!##!Summary of report!#!In the resting state, the regional cerebral blood flow was low in both Alzheimer's dementia and vascular dementia of the Binswanger type. The responsiveness to hypercapnia was preserved in Alzheimer's dementia, whereas it was impaired in vascular dementia of the Binswanger type in the cerebral cortices and in the deep white matter.!##!Conclusions!#!These results suggest that small vascular lesions exist in vascular dementia of the Binswanger type but not in Alzheimer's dementia, even though regional cerebral blood flow was thought to decrease by hypometabolism in both types of dementia.",eng,0.7827384917436928
12,1573675,M1412593,Cerebrovascular responsiveness to hypercapnia in Alzheimer's dementia and vascular dementia of the Binswanger type.,,eng,0.7827384917436928
13,1597530,M1436451,Specificity of the neuropsychological syndromes of the disturbance of higher mental functions in Alzheimer's disease and senile dementia.,,eng,0.7826514409481407
14,254481,M71516,Clinical effects of choline in Alzheimer senile dementia.,,eng,0.7814463935485544
15,335158,M153156,Precocious aging and dementia in patients with Down's syndrome.,"Fifty unselected institutionalized patients with Down's syndrome were studied to determine the clinical course of precocious aging and mental and neurological deterioration. In our studies we establish statistically significant differences in neurological and psychiatric abnormalities and mental deterioration in patients below and above age 35, indicating progressive changes in the central nervous system. We demonstrate higher incidence of recent memory loss, impairment of short-term visual retention, frontal release signs, hypertonia, hyperreflexia, long-tract signs, and psychiatric problems. We also note the presence of external features of precocious aging. Down's syndrome appears to be a human chromosomal abnormality in which genetically determined biochemical defects leading to precocious aging and dementia can be studied.",eng,0.7809221297372901
16,184125,M28326880,"Psychiatric comorbidity and suicidal ideation in psoriasis, melanoma and allergic disorders.","Objective!#!Psychiatric disorders and suicide risk (especially in psoriasis) are frequent and disabling conditions in patients with skin diseases. The aim of this study was to examine the risk of suicide and stressful life events in a sample of patients with skin disease.!##!Methods!#!A sample of 242 dermatological patients (142 women and 100 men), 112 of which had psoriasis, 77 had melanoma, and 53 were suffering with chronic allergic diseases. Patients were administered the MINI International Neuropsychiatric Interview (MINI), Hamilton Depression Rating Scale (HDRS), Hamilton Anxiety Rating Scale (HARS), and the Columbia-Suicide Severity Rating Scale (C-SSRS). Patients were also asked about their experiences with stressful life events.!##!Results!#!Patients with psoriasis were more likely to have a history of psychiatric disorders (36.6% vs. 13.2% χ!##!Conclusions!#!The results from this study suggest that patients affected by psoriasis have an increased risk of psychiatric comorbidities and suicidal ideation compared to those who have other dermatological disorders.",eng,0.780207157488615
17,1753286,M1592268,Aging and mental health: diagnosis of dementia and depression.,"In this second segment of a panel discussion on aging and mental health, panelists focus on the primary care evaluation and management of the patient with dementia, including differential diagnosis of depression. Other topics of discussion include the roles of psychiatric referral and psychotherapy in patient management, suicide prevention, and alcoholism in elderly patients.",eng,0.779890045847863
18,186983,M1996,Search for herpetic antibodies in the cerebrospinal fluid in senile dementia and mental retardation.,"Complement-requiring neutralizing antibodies to herpes simplex type 1 virus (HSV 1) in titres from 2 to greater than 16 were detected in the cerebrospinal fluid (CSF) of 47% senile patients with various forms of dementia, but in none of mentally retarded adolescents and adults suffering from various neurologidal diseases. Also the incidence of HSV 1 serum antibodies in elevated titres (larger than or equal to 512) was increased in senile demented patients (61%) as compared with persons in normal senium (31%), normal adults (15%), mentally retarded adolescents (17%) and prisoned felons with low IQ (45-47%).",eng,0.7795146219535024
19,1961567,M1800814,"Event-related potentials in senile dementia of Alzheimer's type, multiinfarct dementia and Parkinson's disease.","We investigated event-related potentials (P300) in three types of demented patients. Fourteen patients with senile dementia of Alzheimer's type (SDAT), 15 with multiinfarct dementia (MID), 8 with Parkinson's disease with dementia and 29 normal controls participated in this study. We measured the latencies of N100 and P300 at Pz after odd-ball paradigm stimulation. N100 peaks were within the normal range in all patients. However, P300 peaks were significantly delayed in all demented patients. There were no statistical differences in the mean latencies of P300 in each demented group. P300 latencies were found to be negatively correlated with Hasegawa's dementia scale. These results suggest that regardless of its cause dementia has similar influences on the P300 latency and P300 may be a useful means to assess the degree of dementia.",eng,0.778695572887523
20,1914183,M1753252,Early diagnosis of Alzheimer dementia?,The main problems in early diagnosis of Alzheimer dementia (AD) are: 1. The differentiation between normal aging and AD i.e. difficulties in the assessment of cognitive disturbances in the healthy elderly and in early demented subjects. 2. Interference with other dementia syndromes. 3. Lack of information in the population and among physicians about the different causes and courses of dementia syndromes. The first two aspects are discussed in this paper.,eng,0.7786594480589508
21,1312744,M1151420,"Analysis of intellectual and cognitive performance in patients with multi-infarct dementia, vertebrobasilar insufficiency with dementia, and Alzheimer's disease.","A prominent feature in dementia is intellectual deterioration. Review of the clinical literature indicates a lack of suitably quantitated studies of specific intellectual defects in dementia. The present study investigated the performance of patients with multi-infarct dementia (MID), dementia due to Alzheimer's disease (AD), and vertebrobasilar insufficiency (VBI) with dementia using the Wechsler Adult Intelligence Scale (WAIS). Forty-two patients ranging in age from 45 to 85 years (x 66) were included. Significant differences in cognitive and intellectual performance were found between patients with dementia due to VBI and MID versus neuronal atrophy of the Alzheimer's type. The group with AD performed significantly and consistently lower on all measures. There were no significant differences between the two cerebrovascular disease groups, even though the MID group performed consistently more poorly than the VBI group. A discriminant function analysis classified 74% of the patients correctly based on the individual WAIS scores. The diagnosis was more easily made when tasks measuring visual motor coordination and abstract reasoning were included in the analysis.",eng,0.778621626556417
22,1104496,M942289,Neurologic soft signs in schizophrenia and character disorders. Organicity in schizophrenia with premorbid asociality and emotionally unstable character disorders.,"Previous studies indicated that for two subgroups of patients, schizophrenics with premorbid asociality (SPA) and individuals with emotionally unstable character disorders (EUCD), central nervous system damage may have etiologic significance. It was hypothesized that these two patient groups would also have an increased number of neurologic soft signs. The relationship of neurologic examination, tests of auditory-visual integration, and intelligence quotient, and diagnoses was studied for 350 patients. Tests of reliability and persistence for all observed signs were performed. The EUCD and SPA groups had increased evidence of neurologic soft signs. Differences in patterns of IQ scores also suggest that different forms of brain damage may be present in these two groups. When the two groups were removed from the larger patient sample, those patients with other types of schizophrenia and character disorder did not exhibit evidence of neurologic impairment. This study of neurologic soft signs adds to the validity of considering SPA and EUCD as separate diagnostic entities.",eng,0.7785080027495547
23,936564,M761528,Therapy of depressive syndromes.,,ger,0.7756711773548273
24,1655442,M1494396,"Was ist eine Multisystematrophie? Anmerkungen zu der Arbeit von B. Ziegler, W. Tönjes, W. Trabert and H. Kolles. Zerebrale Multisystematrophie bei einer Patientin mit depressiv-halluzinatorischem Syndrom.",,ger,0.7724545753179497
25,1285328,M1123984,Klinik and Therapie der malignen Hypertonie,,ger,0.7719614783414164
26,1388007,M1226784,Marfan-Syndrom mit Morbus Addison and Akromegalie,,ger,0.7696035445308792
27,984815,M822288,Attackenartige Syndrome bei multipler Sklerose,"Paroxysmal syndromes do not occur frequently in the course of multiple sclerosis, but require diagnostic considerations of particular nature. The pathogenesis and clinical aspects of a) cerebral convulsions, b) (usually appearing unilaterally) tonic brain stem seizures, c) narcoleptic attacks, d) hemiballismus, e) acute attacks of vertigo, f) paroxysmal dysarthria, g) trigeminal neuralgia are discussed.",ger,0.7688342327455089
28,1568312,M1407230,"Selegilin bei Morbus Parkinson--aktueller Stand von Forschung und Therapie. Second International Congress of Movement Disorders. München, 23. Juni 1992.",,ger,0.7679087450575113
29,1880575,M1719630,Affektive und schizophrene Syndrome bei Multipler Sklerose. Literaturübersicht und Kasuistiken.,"Based on reports of three cases, the manic, depressive, schizophrenic and organic mental symptoms coincident to multiple sclerosis (MS) are described. The literature indicates an increased prevalence of psychiatric disturbances in MS. However, the relation between the psychiatric and the neurological disorders remains speculative. The temporal covariance and responsiveness to pharmacotherapy of the psychiatric and neurological symptoms of MS as well as the localisation of MS foci in diagnostic procedures (CT, MRI) are discussed in the light of the literature. The present authors hypothesize that every disturbance of the central nervous system (CNS), especially if chronic-inflammatory and multilocal, increases the probability that psychiatric symptoms will arise (as measured on a continuum ranging from ""psychically conspicuous"" to ""psychically inconspicuous""). To this extent, then, MS would be comparable to other chronic-inflammatory CNS disorders such as AIDS, neuroborrelioses, syphilis and certain forms of viral encephalitis.",ger,0.7678967022822276
30,1856835,M1695887,Sprachveränderungen bei der Demenz.,"This review analyzes the spectrum of language deficits commonly encountered in dementia. A specific communication profile is found in dementia of the ""cortical"" type, such as Alzheimer's disease. With advancing disease lexical, comprehension and pragmatic functions deteriorate, whereas syntax and phonology tend to be preserved. This pattern bears some resemblance to aphasia types like transcortical and Wernicke's aphasia, however, a much broader range of communicative functions is impaired in Alzheimer's disease than in aphasia. Differentiation of dementia and aphasia, especially in elderly patients requires careful neuropsychological assessment of language, memory and other psychological functions. ""Subcortical"" dementia commonly presents with dysarthria as the leading symptom and linguistic impairment is rarely of crucial importance until late stages. Thus, the interetiologic dissociation of language and speech impairment can be used for dementia differentiation. Aphasia batteries are not sufficient to comprehend the range of language deficits in demented patients. Testing the communication impairment in dementia requires specific tasks for spontaneous speech, naming, comprehension, reading, writing, repetition and motor speech functions. Tasks for verbal learning and metalinguistic abilities should also be performed. Language deficits are frequent initial symptoms of dementia, thus language assessment may be of diagnostic relevance. Many data support the concept that the communication deficit in dementia results from a particular impairment of semantic memory.",ger,0.7678870726507837
31,845963,M670896,Elektrolyt- und Kollagengehalt im Rattenherzen bei chronischem Magnesium-Mangel and Stress.,"In chronic Mg-deficiency, there is a decrease in the content of Mg and K+ in the heart muscle. The contents of Ca, Na+ and hydroxyproline increase. There is also an increased urinary excretion of adrenaline and especially noradrenaline. With simultaneous noise stress, these changes are even greater. The magnitude of the changes increases with the degree of Mg-deficiency. The changes in the contents of Na+, K+, Ca, Mg and hydroxyproline correlate with the excretion of noradrenaline. The increase in the collagen content can be verified by electron microscopy, and it is due to a stimulation of the fibrocytes.",ger,0.7675791328164943
32,1773916,M1612905,"De Sanctis-Caccione syndrome: xeroderma pigmentosum with oligophrenia, short stature and neurologic disorders.","A 6 year-old boy with de Sanctis-Cacchione syndrome is reported. This syndrome is characterized by the triad xeroderma pigmentosum (XP), mental deficiency and neurological disturbances. The patient's cells were assigned to genetic complementation group A by use of the cell fusion technique. DNA repair capacity as measured by unscheduled DNA synthesis (UDS) was drastically reduced to 7.5%, compared with 100% of the controls. The rate of sister chromatid exchange (SCE), an indicator of the hypermutability in XP, was clearly elevated after ultraviolet radiation of skin fibroblasts of the patient.",ger,0.7675566201810697
33,1568310,M1407228,"Organische Grundlagen depressiver Symptome bei der Alzheimer Demenz. Ergebnisse einer prospektiven Untersuchung, Literaturübersicht.","The diagnosis of Alzheimer's disease (AD) was verified at post-mortem examination in 46 patients (9 male: 37 female; mean age 83.6 +/- 6.5 years) from a prospective clinical study. Compared to 10 age-matched controls, the total AD group showed a significant neuronal loss in the locus coeruleus, dorsal raphe nucleus, substantia nigra and in the basal nucleus of Meynert. Twelve patients (1 male: 11 female) had experienced symptoms of depression. These patients had significantly lower neuronal counts in the locus coeruleus, but less severe cell loss in the basal nucleus of Meynert compared to the AD patients without depression.",ger,0.7671970550518893
34,1216053,M1054104,Leukämie im Kindesalter Wandel in Verlauf and Prognose,,ger,0.766889672052356
35,1765884,M1604873,Critical Illness Polyneuropathie: Klinik und Langzeitergebnisse.,"Patients treated in intensive care units may develop a primary axonal form of polyneuropathy complicating sepsis and multiple organ failure more frequently than previously assumed. This critical illness polyneuropathy causes difficulty in weaning patients from the ventilator and delays further recovery and mobilisation. Over a period of two years we have treated five patients with flaccid tetra- or paraparesis. Recovery of motor function was largely satisfactory, but a long rehabilitation process was necessary. If attention were paid to detecting this disease in the early stages of intensive care neurorehabilitation might be facilitated. Hence, electrophysiological tests should be performed as soon as possible. The clinical outcome was markedly influenced by long-lasting neuropsychological disturbances in three of the five patients as well as by other complications such as joint contractures.",ger,0.7665852674769486
36,1979197,M1818466,Ansätze gegen Alzheimer.,,ger,0.7662274322159737
37,176025,M27443156,Therapie der Fatigue bei Multipler Sklerose : Ein Behandlungsalgorithmus.,"Background!#!Fatigue is one of the most frequent symptoms of multiple sclerosis (MS) and one of the main reasons for underemployment and early retirement. The mechanisms of MS-related fatigue are unknown but comorbid disorders play a major role. Anemia, diabetes, side effects of medication and depression should be ruled out. Moreover, excessive daytime sleepiness (EDS) should be differentiated from fatigue. No approved medicinal therapy of MS fatigue is currently available.!##!Objective!#!Presentation of current treatment strategies with a particular focus on secondary fatigue due to sleep disorders.!##!Material and methods!#!A review of the literature was carried out.!##!Results and conclusion!#!All MS patients suffering from fatigue should be questioned with respect to EDS and if necessary sleep medical investigations should be carried out; however, pure fatigue without accompanying EDS can also be caused by a sleep disorder. Medications, particularly freely available antihistamines, can also increase fatigue. Furthermore, anemia, iron deficits, diabetes and hypothyroidism should be excluded. Self-assessment questionnaires show an overlap between depression and fatigue. Several studies have shown that cognitive behavioral therapy and various psychotherapeutic measures, such as vertigo training, progressive exercise training and individualized physiotherapy as well as fatigue management interventions can lead to a significant improvement of MS-related fatigue. There is currently no medication which is suitable for treatment of fatigue, with the exception of fampridine for the treatment of motor functions and motor fatigue.",ger,0.7657635206168232
38,1175442,M1013323,"Zur Differentialdiagnose des multiplen Skelettraumas im Kindesalter (""battered child syndrome"")",,ger,0.7618674991552182
39,1240979,M1079093,Vestibulärer Schwindel. Differentialdiagnose and Therapie,"Dizziness includes a wide variety of subjective sensations which are not conclusive as to their localization or pathogenesis. Even in the absence of other symptoms an analysis of dizziness, including consideration not only of its occurrence but also of its quality and course, can suggest several possibilities for differential diagnosis. We differentiate between positional vertigo, permanent vertigo and attacks of dizziness, which may be of long or only short (seconds to few minutes) duration. Based on this classification the differential diagnosis of vestibularly-induced dizziness, which ranges from distinct entities of peripheral disease (acute vestibulopathy, Ménière's disease) to symptomatic forms of peripheral or central pathogenesis, is discussed. The symptomatic medical treatment of vestibular dizziness is based on sedation of the central vestibular system. Translabyrinthine vestibular neurectomy is the treatment of choice for drug resistant Ménière's disease with a high frequency of attacks.",ger,0.7616564280919496
40,1903754,M1742813,Obstetric anaesthesia in patients with primary pulmonary hypertension.,,fre,0.740011346522129
41,1013601,M851345,Chest x-ray changes in survivors of severe idiopathic respiratory distress syndrome.,,fre,0.7304027002299088
